param	expType	paramValue	species	type	conc	numTypes	growthRate
m	FALSE	0.8478036708675414	4	S-species	0	8	1.239161
m	FALSE	0.8478036708675414	5	S-species	0.06632726168316713	8	2
m	FALSE	0.8478036708675414	6	S-species	0.005561410449895646	8	1.613319
m	FALSE	0.8478036708675414	7	S-species	-1e-323	8	1.436066
m	FALSE	0.8478036708675414	8	S-species	0.2392817485536754	8	2.535142
m	FALSE	0.8478036708675414	9	S-species	0.07164005350826501	8	2.132169
m	FALSE	0.8478036708675414	10	S-species	0.06804473080963963	8	2.028718
m	TRUE	0.8478036708675414	1	S-species	0.07948387096774197	6	2.589791
m	TRUE	0.8478036708675414	2	S-species	0	6	1.685576
m	TRUE	0.8478036708675414	3	S-species	0.03448275862068968	6	2.262087
m	TRUE	0.8478036708675414	4	S-species	0	6	1.239161
m	TRUE	0.8478036708675414	5	E-species	0.6415813762544791	6	2
m	TRUE	0.8478036708675414	6	S-species	0	6	1.613319
m	TRUE	0.8478036708675414	7	S-species	0	6	1.436066
m	TRUE	0.8478036708675414	8	S-species	0.07974137931034486	6	2.535142
m	TRUE	0.8478036708675414	9	S-species	0.010000000000000004	6	2.132169
m	TRUE	0.8478036708675414	10	S-species	0.0025142857142857193	6	2.028718
m	FALSE	0.892424916684869	1	S-species	0.23858213846304355	8	2.589791
m	FALSE	0.892424916684869	2	S-species	0.018252977811808412	8	1.685576
m	FALSE	0.892424916684869	3	S-species	0.15997389932200784	8	2.262087
m	FALSE	0.892424916684869	4	S-species	0	8	1.239161
m	FALSE	0.892424916684869	5	S-species	0.07069504433121897	8	2
m	FALSE	0.892424916684869	6	S-species	0.007318204139744663	8	1.613319
m	FALSE	0.892424916684869	7	S-species	2.5e-323	8	1.436066
m	FALSE	0.892424916684869	8	S-species	0.2495814949229832	8	2.535142
m	FALSE	0.892424916684869	9	S-species	0.07567295522402694	8	2.132169
m	FALSE	0.892424916684869	10	S-species	0.0723482024700354	8	2.028718
m	TRUE	0.892424916684869	1	S-species	0.07948387096774198	6	2.589791
m	TRUE	0.892424916684869	2	S-species	0	6	1.685576
m	TRUE	0.892424916684869	3	S-species	0.03448275862068964	6	2.262087
m	TRUE	0.892424916684869	4	S-species	0	6	1.239161
m	TRUE	0.892424916684869	5	E-species	0.6862026220718068	6	2
m	TRUE	0.892424916684869	6	S-species	0	6	1.613319
m	TRUE	0.892424916684869	7	S-species	0	6	1.436066
m	TRUE	0.892424916684869	8	S-species	0.07974137931034483	6	2.535142
m	TRUE	0.892424916684869	9	S-species	0.010000000000000002	6	2.132169
m	TRUE	0.892424916684869	10	S-species	0.0025142857142857215	6	2.028718
m	FALSE	0.9393946491232242	1	S-species	0.24872586379927802	8	2.589791
m	FALSE	0.9393946491232242	2	S-species	0.020944182602662426	8	1.685576
m	FALSE	0.9393946491232242	3	S-species	0.168040590308133	8	2.262087
m	FALSE	0.9393946491232242	4	S-species	0	8	1.239161
m	FALSE	0.9393946491232242	5	S-species	0.07529652799552683	8	2
m	FALSE	0.9393946491232242	6	S-species	0.00917343043697482	8	1.613319
m	FALSE	0.9393946491232242	7	S-species	2.5e-323	8	1.436066
m	FALSE	0.9393946491232242	8	S-species	0.2604138838104062	8	2.535142
m	FALSE	0.9393946491232242	9	S-species	0.07991929490983724	8	2.132169
m	FALSE	0.9393946491232242	10	S-species	0.07688087526040566	8	2.028718
m	TRUE	0.9393946491232242	1	S-species	0.07948387096774197	6	2.589791
m	TRUE	0.9393946491232242	2	S-species	0	6	1.685576
m	TRUE	0.9393946491232242	3	S-species	0.03448275862068966	6	2.262087
m	TRUE	0.9393946491232242	4	S-species	0	6	1.239161
m	TRUE	0.9393946491232242	5	E-species	0.733172354510162	6	2
m	TRUE	0.9393946491232242	6	S-species	0	6	1.613319
m	TRUE	0.9393946491232242	7	S-species	0	6	1.436066
m	TRUE	0.9393946491232242	8	S-species	0.07974137931034479	6	2.535142
m	TRUE	0.9393946491232242	9	S-species	0.009999999999999997	6	2.132169
m	TRUE	0.9393946491232242	10	S-species	0.0025142857142857124	6	2.028718
m	FALSE	0.988836472741559	1	S-species	0.25939385071263443	8	2.589791
m	FALSE	0.988836472741559	2	S-species	0.023784015847164643	8	1.685576
m	FALSE	0.988836472741559	3	S-species	0.1765300391728891	8	2.262087
m	FALSE	0.988836472741559	4	S-species	3e-323	8	1.239161
m	FALSE	0.988836472741559	5	S-species	0.08014420873939629	8	2
m	FALSE	0.988836472741559	6	S-species	0.011132576506425618	8	1.613319
m	FALSE	0.988836472741559	7	S-species	1.04e-322	8	1.436066
m	FALSE	0.988836472741559	8	S-species	0.2718064638805815	8	2.535142
m	FALSE	0.988836472741559	9	S-species	0.08439036672600853	8	2.132169
m	FALSE	0.988836472741559	10	S-species	0.08165495115645889	8	2.028718
m	TRUE	0.988836472741559	1	S-species	0.07948387096774197	6	2.589791
m	TRUE	0.988836472741559	2	S-species	0	6	1.685576
m	TRUE	0.988836472741559	3	S-species	0.034482758620689634	6	2.262087
m	TRUE	0.988836472741559	4	S-species	0	6	1.239161
m	TRUE	0.988836472741559	5	E-species	0.7826141781284968	6	2
m	TRUE	0.988836472741559	6	S-species	0	6	1.613319
m	TRUE	0.988836472741559	7	S-species	0	6	1.436066
m	TRUE	0.988836472741559	8	S-species	0.0797413793103448	6	2.535142
m	TRUE	0.988836472741559	9	S-species	0.009999999999999992	6	2.132169
m	TRUE	0.988836472741559	10	S-species	0.0025142857142857276	6	2.028718
m	FALSE	1.0408804976019255	1	S-species	0.2706132066315171	8	2.589791
m	FALSE	1.0408804976019255	2	S-species	0.026780652560459944	8	1.685576
m	FALSE	1.0408804976019255	3	S-species	0.18546440527429978	8	2.262087
m	FALSE	1.0408804976019255	4	S-species	4e-323	8	1.239161
m	FALSE	1.0408804976019255	5	S-species	0.08525124680589605	8	2
m	FALSE	1.0408804976019255	6	S-species	0.01320142846299655	8	1.613319
m	FALSE	1.0408804976019255	7	S-species	1.04e-322	8	1.436066
m	FALSE	1.0408804976019255	8	S-species	0.2837882176586955	8	2.535142
m	FALSE	1.0408804976019255	9	S-species	0.08909806126896672	8	2.132169
m	FALSE	1.0408804976019255	10	S-species	0.08668327893909383	8	2.028718
m	TRUE	1.0408804976019255	1	S-species	0.07948387096774193	6	2.589791
m	TRUE	1.0408804976019255	2	S-species	0	6	1.685576
m	TRUE	1.0408804976019255	3	S-species	0.034482758620689634	6	2.262087
m	TRUE	1.0408804976019255	4	S-species	0	6	1.239161
m	TRUE	1.0408804976019255	5	E-species	0.8346582029888634	6	2
m	TRUE	1.0408804976019255	6	S-species	0	6	1.613319
m	TRUE	1.0408804976019255	7	S-species	0	6	1.436066
m	TRUE	1.0408804976019255	8	S-species	0.07974137931034483	6	2.535142
m	TRUE	1.0408804976019255	9	S-species	0.00999999999999999	6	2.132169
m	TRUE	1.0408804976019255	10	S-species	0.002514285714285711	6	2.028718
m	FALSE	1.0956636816643763	1	S-species	0.28241245001355	8	2.589791
m	FALSE	1.0956636816643763	2	S-species	0.02994270940829579	8	1.685576
m	FALSE	1.0956636816643763	3	S-species	0.19486701131073542	8	2.262087
m	FALSE	1.0956636816643763	4	S-species	0	8	1.239161
m	FALSE	1.0956636816643763	5	S-species	0.09063150162444909	8	2
m	FALSE	1.0956636816643763	6	S-species	0.01538608718367225	8	1.613319
m	FALSE	1.0956636816643763	7	S-species	2.77e-322	8	1.436066
m	FALSE	1.0956636816643763	8	S-species	0.29638963687366393	8	2.535142
m	FALSE	1.0956636816643763	9	S-species	0.09405489697800544	8	2.132169
m	FALSE	1.0956636816643763	10	S-species	0.09197938827200436	8	2.028718
m	TRUE	1.0956636816643763	1	S-species	0.07948387096774195	6	2.589791
m	TRUE	1.0956636816643763	2	S-species	0	6	1.685576
m	TRUE	1.0956636816643763	3	S-species	0.03448275862068967	6	2.262087
m	TRUE	1.0956636816643763	4	S-species	0	6	1.239161
m	TRUE	1.0956636816643763	5	E-species	0.8894413870513141	6	2
m	TRUE	1.0956636816643763	6	S-species	0	6	1.613319
m	TRUE	1.0956636816643763	7	S-species	0	6	1.436066
m	TRUE	1.0956636816643763	8	S-species	0.0797413793103448	6	2.535142
m	TRUE	1.0956636816643763	9	S-species	0.010000000000000002	6	2.132169
m	TRUE	1.0956636816643763	10	S-species	0.0025142857142857163	6	2.028718
m	FALSE	1.1533301912026475	1	S-species	0.29476068849841974	9	2.589791
m	FALSE	1.1533301912026475	2	S-species	0.0332628676370252	9	1.685576
m	FALSE	1.1533301912026475	3	S-species	0.2047138279672575	9	2.262087
m	FALSE	1.1533301912026475	4	S-species	0	9	1.239161
m	FALSE	1.1533301912026475	5	S-species	0.09627172997969799	9	2
m	FALSE	1.1533301912026475	6	S-species	0.017681641670104838	9	1.613319
m	FALSE	1.1533301912026475	7	S-species	2.831147023640881e-4	9	1.436066
m	FALSE	1.1533301912026475	8	S-species	0.3095777628746344	9	2.535142
m	FALSE	1.1533301912026475	9	S-species	0.09924842619484717	9	2.132169
m	FALSE	1.1533301912026475	10	S-species	0.09753013167829662	9	2.028718
m	TRUE	1.1533301912026475	1	S-species	0.07948387096774197	6	2.589791
m	TRUE	1.1533301912026475	2	S-species	0	6	1.685576
m	TRUE	1.1533301912026475	3	S-species	0.03448275862068965	6	2.262087
m	TRUE	1.1533301912026475	4	S-species	0	6	1.239161
m	TRUE	1.1533301912026475	5	E-species	0.9471078965895853	6	2
m	TRUE	1.1533301912026475	6	S-species	0	6	1.613319
m	TRUE	1.1533301912026475	7	S-species	0	6	1.436066
m	TRUE	1.1533301912026475	8	S-species	0.07974137931034483	6	2.535142
m	TRUE	1.1533301912026475	9	S-species	0.009999999999999998	6	2.132169
m	TRUE	1.1533301912026475	10	S-species	0.002514285714285714	6	2.028718
m	FALSE	1.2140317801890903	1	S-species	0.30744959918733095	9	2.589791
m	FALSE	1.2140317801890903	2	S-species	0.036685721818816144	9	1.685576
m	FALSE	1.2140317801890903	3	S-species	0.2148391054162238	9	2.262087
m	FALSE	1.2140317801890903	4	S-species	0	9	1.239161
m	FALSE	1.2140317801890903	5	S-species	0.10207731135201581	9	2
m	FALSE	1.2140317801890903	6	S-species	0.02004987648250977	9	1.613319
m	FALSE	1.2140317801890903	7	S-species	0.00196635537280785	9	1.436066
m	FALSE	1.2140317801890903	8	S-species	0.323130124795397	9	2.535142
m	FALSE	1.2140317801890903	9	S-species	0.10459136632350549	9	2.132169
m	FALSE	1.2140317801890903	10	S-species	0.10324231944048348	9	2.028718
m	TRUE	1.2140317801890903	1	S-species	0.07948387096774198	6	2.589791
m	TRUE	1.2140317801890903	2	S-species	0	6	1.685576
m	TRUE	1.2140317801890903	3	S-species	0.034482758620689676	6	2.262087
m	TRUE	1.2140317801890903	4	S-species	0	6	1.239161
m	TRUE	1.2140317801890903	5	E-species	1.007809485576028	6	2
m	TRUE	1.2140317801890903	6	S-species	0	6	1.613319
m	TRUE	1.2140317801890903	7	S-species	0	6	1.436066
m	TRUE	1.2140317801890903	8	S-species	0.07974137931034486	6	2.535142
m	TRUE	1.2140317801890903	9	S-species	0.01000000000000001	6	2.132169
m	TRUE	1.2140317801890903	10	S-species	0.0025142857142857267	6	2.028718
m	FALSE	1.2779281896472288	1	S-species	0.32079276956582137	9	2.589791
m	FALSE	1.2779281896472288	2	S-species	0.04029657190056363	9	1.685576
m	FALSE	1.2779281896472288	3	S-species	0.2254935093429648	9	2.262087
m	FALSE	1.2779281896472288	4	S-species	5e-324	9	1.239161
m	FALSE	1.2779281896472288	5	S-species	0.10819234490853012	9	2
m	FALSE	1.2779281896472288	6	S-species	0.022549916501665768	9	1.613319
m	FALSE	1.2779281896472288	7	S-species	0.0037476009088974107	9	1.436066
m	FALSE	1.2779281896472288	8	S-species	0.3373816741009635	9	2.535142
m	FALSE	1.2779281896472288	9	S-species	0.11021615179958598	9	2.132169
m	FALSE	1.2779281896472288	10	S-species	0.10925765061823614	9	2.028718
m	TRUE	1.2779281896472288	1	S-species	0.07948387096774195	6	2.589791
m	TRUE	1.2779281896472288	2	S-species	0	6	1.685576
m	TRUE	1.2779281896472288	3	S-species	0.03448275862068964	6	2.262087
m	TRUE	1.2779281896472288	4	S-species	0	6	1.239161
m	TRUE	1.2779281896472288	5	E-species	1.0717058950341665	6	2
m	TRUE	1.2779281896472288	6	S-species	0	6	1.613319
m	TRUE	1.2779281896472288	7	S-species	0	6	1.436066
m	TRUE	1.2779281896472288	8	S-species	0.0797413793103448	6	2.535142
m	TRUE	1.2779281896472288	9	S-species	0.009999999999999995	6	2.132169
m	TRUE	1.2779281896472288	10	S-species	0.002514285714285718	6	2.028718
m	FALSE	1.3451875680228773	1	S-species	0.33482399096865234	9	2.589791
m	FALSE	1.3451875680228773	2	S-species	0.04410568417415872	9	1.685576
m	FALSE	1.3451875680228773	3	S-species	0.23670470925697729	9	2.262087
m	FALSE	1.3451875680228773	4	S-species	-1e-323	9	1.239161
m	FALSE	1.3451875680228773	5	S-species	0.11463330218530474	9	2
m	FALSE	1.3451875680228773	6	S-species	0.025189038183473962	9	1.613319
m	FALSE	1.3451875680228773	7	S-species	0.00563245551233452	9	1.436066
m	FALSE	1.3451875680228773	8	S-species	0.3523685422383265	9	2.535142
m	FALSE	1.3451875680228773	9	S-species	0.11613764681932456	9	2.132169
m	FALSE	1.3451875680228773	10	S-species	0.11559219868432462	9	2.028718
m	TRUE	1.3451875680228773	1	S-species	0.07948387096774195	6	2.589791
m	TRUE	1.3451875680228773	2	S-species	0	6	1.685576
m	TRUE	1.3451875680228773	3	S-species	0.0344827586206896	6	2.262087
m	TRUE	1.3451875680228773	4	S-species	0	6	1.239161
m	TRUE	1.3451875680228773	5	E-species	1.1389652734098155	6	2
m	TRUE	1.3451875680228773	6	S-species	0	6	1.613319
m	TRUE	1.3451875680228773	7	S-species	0	6	1.436066
m	TRUE	1.3451875680228773	8	S-species	0.07974137931034475	6	2.535142
m	TRUE	1.3451875680228773	9	S-species	0.009999999999999992	6	2.132169
m	TRUE	1.3451875680228773	10	S-species	0.0025142857142857068	6	2.028718
m	FALSE	1.4159869136800394	1	S-species	0.3495788141321643	9	2.589791
m	FALSE	1.4159869136800394	2	S-species	0.04812387629335457	9	1.685576
m	FALSE	1.4159869136800394	3	S-species	0.24850182563917902	9	2.262087
m	FALSE	1.4159869136800394	4	S-species	4.4e-323	9	1.239161
m	FALSE	1.4159869136800394	5	S-species	0.1214175271179462	9	2
m	FALSE	1.4159869136800394	6	S-species	0.02797491102365489	9	1.613319
m	FALSE	1.4159869136800394	7	S-species	0.007626831577457886	9	1.436066
m	FALSE	1.4159869136800394	8	S-species	0.3681287424928287	9	2.535142
m	FALSE	1.4159869136800394	9	S-species	0.12237149880203732	9	2.132169
m	FALSE	1.4159869136800394	10	S-species	0.12226288660141643	9	2.028718
m	TRUE	1.4159869136800394	1	S-species	0.07948387096774195	6	2.589791
m	TRUE	1.4159869136800394	2	S-species	0	6	1.685576
m	TRUE	1.4159869136800394	3	S-species	0.03448275862068965	6	2.262087
m	TRUE	1.4159869136800394	4	S-species	0	6	1.239161
m	TRUE	1.4159869136800394	5	E-species	1.2097646190669775	6	2
m	TRUE	1.4159869136800394	6	S-species	0	6	1.613319
m	TRUE	1.4159869136800394	7	S-species	0	6	1.436066
m	TRUE	1.4159869136800394	8	S-species	0.07974137931034483	6	2.535142
m	TRUE	1.4159869136800394	9	S-species	0.00999999999999999	6	2.132169
m	TRUE	1.4159869136800394	10	S-species	0.0025142857142857163	6	2.028718
m	FALSE	1.4905125406860917	1	S-species	0.36509464165110633	9	2.589791
m	FALSE	1.4905125406860917	2	S-species	0.05236254637559234	9	1.685576
m	FALSE	1.4905125406860917	3	S-species	0.2609155062689146	9	2.262087
m	FALSE	1.4905125406860917	4	S-species	0	9	1.239161
m	FALSE	1.4905125406860917	5	S-species	0.12856328199846934	9	2
m	FALSE	1.4905125406860917	6	S-species	0.030915618319613994	9	1.613319
m	FALSE	1.4905125406860917	7	S-species	0.009736966011227872	9	1.436066
m	FALSE	1.4905125406860917	8	S-species	0.38470226888357617	9	2.535142
m	FALSE	1.4905125406860917	9	S-species	0.12893417961912046	9	2.132169
m	FALSE	1.4905125406860917	10	S-species	0.1292875315584707	9	2.028718
m	TRUE	1.4905125406860917	1	S-species	0.07948387096774193	6	2.589791
m	TRUE	1.4905125406860917	2	S-species	0	6	1.685576
m	TRUE	1.4905125406860917	3	S-species	0.03448275862068964	6	2.262087
m	TRUE	1.4905125406860917	4	S-species	0	6	1.239161
m	TRUE	1.4905125406860917	5	E-species	1.2842902460730294	6	2
m	TRUE	1.4905125406860917	6	S-species	0	6	1.613319
m	TRUE	1.4905125406860917	7	S-species	0	6	1.436066
m	TRUE	1.4905125406860917	8	S-species	0.07974137931034479	6	2.535142
m	TRUE	1.4905125406860917	9	S-species	0.009999999999999993	6	2.132169
m	TRUE	1.4905125406860917	10	S-species	0.0025142857142857115	6	2.028718
m	FALSE	1.5689605691119497	1	S-species	0.38141082529611026	9	2.589791
m	FALSE	1.5689605691119497	2	S-species	0.056833703638676014	9	1.685576
m	FALSE	1.5689605691119497	3	S-species	0.2739780065666375	9	2.262087
m	FALSE	1.5689605691119497	4	S-species	-4.4e-323	9	1.239161
m	FALSE	1.5689605691119497	5	S-species	0.1360897958525198	9	2
m	FALSE	1.5689605691119497	6	S-species	0.03401967902793407	9	1.613319
m	FALSE	1.5689605691119497	7	S-species	0.011969437415966977	9	1.436066
m	FALSE	1.5689605691119497	8	S-species	0.402131200258162	9	2.535142
m	FALSE	1.5689605691119497	9	S-species	0.13584302899325357	9	2.132169
m	FALSE	1.5689605691119497	10	S-species	0.1366848920626894	9	2.028718
m	TRUE	1.5689605691119497	1	S-species	0.07948387096774197	6	2.589791
m	TRUE	1.5689605691119497	2	S-species	0	6	1.685576
m	TRUE	1.5689605691119497	3	S-species	0.034482758620689634	6	2.262087
m	TRUE	1.5689605691119497	4	S-species	0	6	1.239161
m	TRUE	1.5689605691119497	5	E-species	1.3627382744988874	6	2
m	TRUE	1.5689605691119497	6	S-species	0	6	1.613319
m	TRUE	1.5689605691119497	7	S-species	0	6	1.436066
m	TRUE	1.5689605691119497	8	S-species	0.07974137931034478	6	2.535142
m	TRUE	1.5689605691119497	9	S-species	0.010000000000000002	6	2.132169
m	TRUE	1.5689605691119497	10	S-species	0.0025142857142857215	6	2.028718
m	FALSE	1.6515374411375212	1	S-species	0.3985687684459056	9	2.589791
m	FALSE	1.6515374411375212	2	S-species	0.0615500006540875	9	1.685576
m	FALSE	1.6515374411375212	3	S-species	0.28772327416314003	9	2.262087
m	FALSE	1.6515374411375212	4	S-species	0	9	1.239161
m	FALSE	1.6515374411375212	5	S-species	0.1440173153648439	9	2
m	FALSE	1.6515374411375212	6	S-species	0.0372960707760805	9	1.613319
m	FALSE	1.6515374411375212	7	S-species	0.014331184181473573	9	1.436066
m	FALSE	1.6515374411375212	8	S-species	0.42045980985854936	9	2.535142
m	FALSE	1.6515374411375212	9	S-species	0.14311630018211272	9	2.132169
m	FALSE	1.6515374411375212	10	S-species	0.14447471751132793	9	2.028718
m	TRUE	1.6515374411375212	1	S-species	0.07948387096774198	6	2.589791
m	TRUE	1.6515374411375212	2	S-species	0	6	1.685576
m	TRUE	1.6515374411375212	3	S-species	0.03448275862068961	6	2.262087
m	TRUE	1.6515374411375212	4	S-species	0	6	1.239161
m	TRUE	1.6515374411375212	5	E-species	1.4453151465244591	6	2
m	TRUE	1.6515374411375212	6	S-species	0	6	1.613319
m	TRUE	1.6515374411375212	7	S-species	0	6	1.436066
m	TRUE	1.6515374411375212	8	S-species	0.0797413793103448	6	2.535142
m	TRUE	1.6515374411375212	9	S-species	0.009999999999999998	6	2.132169
m	TRUE	1.6515374411375212	10	S-species	0.0025142857142857163	6	2.028718
m	FALSE	1.738460464320599	1	S-species	0.4166120339017747	9	2.589791
m	FALSE	1.738460464320599	2	S-species	0.06652476730300064	9	1.685576
m	FALSE	1.738460464320599	3	S-species	0.3021870379173086	9	2.262087
m	FALSE	1.738460464320599	4	S-species	5e-324	9	1.239161
m	FALSE	1.738460464320599	5	S-species	0.15236715848760596	9	2
m	FALSE	1.738460464320599	6	S-species	0.040754254089955304	9	1.613319
m	FALSE	1.738460464320599	7	S-species	0.01682952353553903	9	1.436066
m	FALSE	1.738460464320599	8	S-species	0.4397346806443144	9	2.535142
m	FALSE	1.738460464320599	9	S-species	0.15077320806690858	9	2.132169
m	FALSE	1.738460464320599	10	S-species	0.1526778003741917	9	2.028718
m	TRUE	1.738460464320599	1	S-species	0.07948387096774195	6	2.589791
m	TRUE	1.738460464320599	2	S-species	0	6	1.685576
m	TRUE	1.738460464320599	3	S-species	0.034482758620689655	6	2.262087
m	TRUE	1.738460464320599	4	S-species	0	6	1.239161
m	TRUE	1.738460464320599	5	E-species	1.532238169707537	6	2
m	TRUE	1.738460464320599	6	S-species	0	6	1.613319
m	TRUE	1.738460464320599	7	S-species	0	6	1.436066
m	TRUE	1.738460464320599	8	S-species	0.07974137931034483	6	2.535142
m	TRUE	1.738460464320599	9	S-species	0.010000000000000002	6	2.132169
m	TRUE	1.738460464320599	10	S-species	0.002514285714285724	6	2.028718
m	FALSE	1.8299583834588553	1	S-species	0.43558645736591317	9	2.589791
m	FALSE	1.8299583834588553	2	S-species	0.0717720465255467	9	1.685576
m	FALSE	1.8299583834588553	3	S-species	0.3174069016160854	9	2.262087
m	FALSE	1.8299583834588553	4	S-species	5e-323	9	1.239161
m	FALSE	1.8299583834588553	5	S-species	0.16116177087322114	9	2
m	FALSE	1.8299583834588553	6	S-species	0.04440419790214692	9	1.613319
m	FALSE	1.8299583834588553	7	S-species	0.019472171604433524	9	1.436066
m	FALSE	1.8299583834588553	8	S-species	0.46000482667458925	9	2.535142
m	FALSE	1.8299583834588553	9	S-species	0.1588339797723957	9	2.132169
m	FALSE	1.8299583834588553	10	S-species	0.16131603112452358	9	2.028718
m	TRUE	1.8299583834588553	1	S-species	0.07948387096774198	6	2.589791
m	TRUE	1.8299583834588553	2	S-species	0	6	1.685576
m	TRUE	1.8299583834588553	3	S-species	0.03448275862068967	6	2.262087
m	TRUE	1.8299583834588553	4	S-species	0	6	1.239161
m	TRUE	1.8299583834588553	5	E-species	1.623736088845793	6	2
m	TRUE	1.8299583834588553	6	S-species	0	6	1.613319
m	TRUE	1.8299583834588553	7	S-species	0	6	1.436066
m	TRUE	1.8299583834588553	8	S-species	0.07974137931034485	6	2.535142
m	TRUE	1.8299583834588553	9	S-species	0.010000000000000005	6	2.132169
m	TRUE	1.8299583834588553	10	S-species	0.002514285714285725	6	2.028718
m	FALSE	1.926271982549835	1	S-species	0.4555333832038462	10	2.589791
m	FALSE	1.926271982549835	2	S-species	0.07730471983530832	10	1.685576
m	FALSE	1.926271982549835	3	S-species	0.3334169158373099	10	2.262087
m	FALSE	1.926271982549835	4	S-species	3.324211664824822e-5	10	1.239161
m	FALSE	1.926271982549835	5	S-species	0.17042158726267165	10	2
m	FALSE	1.926271982549835	6	S-species	0.048255075114046184	10	1.613319
m	FALSE	1.926271982549835	7	S-species	0.02226629755742733	10	1.436066
m	FALSE	1.926271982549835	8	S-species	0.48131446681842366	10	2.535142
m	FALSE	1.926271982549835	9	S-species	0.16731697892577063	10	2.132169
m	FALSE	1.926271982549835	10	S-species	0.1704093158783828	10	2.028718
m	TRUE	1.926271982549835	1	S-species	0.0794838709677419	6	2.589791
m	TRUE	1.926271982549835	2	S-species	0	6	1.685576
m	TRUE	1.926271982549835	3	S-species	0.03448275862068967	6	2.262087
m	TRUE	1.926271982549835	4	S-species	0	6	1.239161
m	TRUE	1.926271982549835	5	E-species	1.7200496879367728	6	2
m	TRUE	1.926271982549835	6	S-species	0	6	1.613319
m	TRUE	1.926271982549835	7	S-species	0	6	1.436066
m	TRUE	1.926271982549835	8	S-species	0.0797413793103448	6	2.535142
m	TRUE	1.926271982549835	9	S-species	0.009999999999999985	6	2.132169
m	TRUE	1.926271982549835	10	S-species	0.0025142857142857146	6	2.028718
m	FALSE	2.027654718433054	1	S-species	0.476137014357079	10	2.589791
m	FALSE	2.027654718433054	2	S-species	0.08303624164493839	10	1.685576
m	FALSE	2.027654718433054	3	S-species	0.3499642536968279	10	2.262087
m	FALSE	2.027654718433054	4	S-species	0.0018715718274457621	10	1.239161
m	FALSE	2.027654718433054	5	S-species	0.1800009270036672	10	2
m	FALSE	2.027654718433054	6	S-species	0.0522468011819351	10	1.613319
m	FALSE	2.027654718433054	7	S-species	0.025168685385400992	10	1.436066
m	FALSE	2.027654718433054	8	S-species	0.5033262667175193	10	2.535142
m	FALSE	2.027654718433054	9	S-species	0.1760884819752581	10	2.132169
m	FALSE	2.027654718433054	10	S-species	0.17981447464298217	10	2.028718
m	TRUE	2.027654718433054	1	S-species	0.07948387096774195	6	2.589791
m	TRUE	2.027654718433054	2	S-species	0	6	1.685576
m	TRUE	2.027654718433054	3	S-species	0.03448275862068964	6	2.262087
m	TRUE	2.027654718433054	4	S-species	0	6	1.239161
m	TRUE	2.027654718433054	5	E-species	1.821432423819992	6	2
m	TRUE	2.027654718433054	6	S-species	0	6	1.613319
m	TRUE	2.027654718433054	7	S-species	0	6	1.436066
m	TRUE	2.027654718433054	8	S-species	0.07974137931034478	6	2.535142
m	TRUE	2.027654718433054	9	S-species	0.009999999999999992	6	2.132169
m	TRUE	2.027654718433054	10	S-species	0.002514285714285724	6	2.028718
m	FALSE	2.1343733877816815	1	S-species	0.49780185672548327	10	2.589791
m	FALSE	2.1343733877816815	2	S-species	0.08908022630031394	10	1.685576
m	FALSE	2.1343733877816815	3	S-species	0.36737445208056	10	2.262087
m	FALSE	2.1343733877816815	4	S-species	0.003821310180083437	10	1.239161
m	FALSE	2.1343733877816815	5	S-species	0.19008881515133713	10	2
m	FALSE	2.1343733877816815	6	S-species	0.05645866195798866	10	1.613319
m	FALSE	2.1343733877816815	7	S-species	0.028237377953557085	10	1.436066
m	FALSE	2.1343733877816815	8	S-species	0.5264724169845855	10	2.535142
m	FALSE	2.1343733877816815	9	S-species	0.18532129890496873	10	2.132169
m	FALSE	2.1343733877816815	10	S-species	0.18971697154280381	10	2.028718
m	TRUE	2.1343733877816815	1	S-species	0.07948387096774197	6	2.589791
m	TRUE	2.1343733877816815	2	S-species	0	6	1.685576
m	TRUE	2.1343733877816815	3	S-species	0.034482758620689676	6	2.262087
m	TRUE	2.1343733877816815	4	S-species	0	6	1.239161
m	TRUE	2.1343733877816815	5	E-species	1.9281510931686194	6	2
m	TRUE	2.1343733877816815	6	S-species	0	6	1.613319
m	TRUE	2.1343733877816815	7	S-species	0	6	1.436066
m	TRUE	2.1343733877816815	8	S-species	0.07974137931034483	6	2.535142
m	TRUE	2.1343733877816815	9	S-species	0.010000000000000002	6	2.132169
m	TRUE	2.1343733877816815	10	S-species	0.0025142857142857163	6	2.028718
m	FALSE	2.2467088291990476	1	S-species	0.5205828130029994	10	2.589791
m	FALSE	2.2467088291990476	2	S-species	0.09545356204008586	10	1.685576
m	FALSE	2.2467088291990476	3	S-species	0.38569259466556466	10	2.262087
m	FALSE	2.2467088291990476	4	S-species	0.005888921442977941	10	1.239161
m	FALSE	2.2467088291990476	5	S-species	0.20071219663645756	10	2
m	FALSE	2.2467088291990476	6	S-species	0.06090265515678834	10	1.613319
m	FALSE	2.2467088291990476	7	S-species	0.03148168342660848	10	1.436066
m	FALSE	2.2467088291990476	8	S-species	0.5508116297797454	10	2.535142
m	FALSE	2.2467088291990476	9	S-species	0.19503969528577947	10	2.132169
m	FALSE	2.2467088291990476	10	S-species	0.2001430777620403	10	2.028718
m	TRUE	2.2467088291990476	1	S-species	0.07948387096774195	6	2.589791
m	TRUE	2.2467088291990476	2	S-species	0	6	1.685576
