param	expType	paramValue	species	type	conc	growthRate	excessProd	numTypes
m	FALSE	0.012004789033183362	6	S-species	0	1.613319	2.4968911485289063	2
m	FALSE	0.012004789033183362	7	S-species	0	1.436066	2.4968911485289063	2
m	FALSE	0.012004789033183362	8	S-species	0.0037620262258245803	2.535142	2.4968911485289063	2
m	FALSE	0.012004789033183362	9	S-species	1.5e-323	2.132169	2.4968911485289063	2
m	FALSE	0.012004789033183362	10	S-species	0	2.028718	2.4968911485289063	2
m	TRUE	0.012004789033183362	1	S-species	0.008242762807358786	2.589791	2.496891148528906	2
m	TRUE	0.012004789033183362	2	S-species	0	1.685576	2.496891148528906	2
m	TRUE	0.012004789033183362	3	S-species	-2e-323	2.262087	2.496891148528906	2
m	TRUE	0.012004789033183362	4	S-species	0	1.239161	2.496891148528906	2
m	TRUE	0.012004789033183362	5	E-species	0	2	2.496891148528906	2
m	TRUE	0.012004789033183362	6	S-species	0	1.613319	2.496891148528906	2
m	TRUE	0.012004789033183362	7	S-species	0	1.436066	2.496891148528906	2
m	TRUE	0.012004789033183362	8	S-species	0.003762026225824575	2.535142	2.496891148528906	2
m	TRUE	0.012004789033183362	9	S-species	0	2.132169	2.496891148528906	2
m	TRUE	0.012004789033183362	10	S-species	0	2.028718	2.496891148528906	2
m	FALSE	0.012636620034677724	1	S-species	0.008548612107139794	2.589791	2.493676188252678	2
m	FALSE	0.012636620034677724	2	S-species	0	1.685576	2.493676188252678	2
m	FALSE	0.012636620034677724	3	S-species	-5e-324	2.262087	2.493676188252678	2
m	FALSE	0.012636620034677724	4	S-species	0	1.239161	2.493676188252678	2
m	FALSE	0.012636620034677724	5	S-species	0	2	2.493676188252678	2
m	FALSE	0.012636620034677724	6	S-species	0	1.613319	2.493676188252678	2
m	FALSE	0.012636620034677724	7	S-species	0	1.436066	2.493676188252678	2
m	FALSE	0.012636620034677724	8	S-species	0.004088007927537931	2.535142	2.493676188252678	2
m	FALSE	0.012636620034677724	9	S-species	0	2.132169	2.493676188252678	2
m	FALSE	0.012636620034677724	10	S-species	0	2.028718	2.493676188252678	2
m	TRUE	0.012636620034677724	1	S-species	0.008548612107139798	2.589791	2.493676188252678	2
m	TRUE	0.012636620034677724	2	S-species	0	1.685576	2.493676188252678	2
m	TRUE	0.012636620034677724	3	S-species	2e-323	2.262087	2.493676188252678	2
m	TRUE	0.012636620034677724	4	S-species	0	1.239161	2.493676188252678	2
m	TRUE	0.012636620034677724	5	E-species	0	2	2.493676188252678	2
m	TRUE	0.012636620034677724	6	S-species	0	1.613319	2.493676188252678	2
m	TRUE	0.012636620034677724	7	S-species	0	1.436066	2.493676188252678	2
m	TRUE	0.012636620034677724	8	S-species	0.004088007927537926	2.535142	2.493676188252678	2
m	TRUE	0.012636620034677724	9	S-species	-2e-323	2.132169	2.493676188252678	2
m	TRUE	0.012636620034677724	10	S-species	0	2.028718	2.493676188252678	2
m	FALSE	0.013301705299395361	1	S-species	0.008870557360729989	2.589791	2.4903084735685286	2
m	FALSE	0.013301705299395361	2	S-species	0	1.685576	2.4903084735685286	2
m	FALSE	0.013301705299395361	3	S-species	-2e-323	2.262087	2.4903084735685286	2
m	FALSE	0.013301705299395361	4	S-species	0	1.239161	2.4903084735685286	2
m	FALSE	0.013301705299395361	5	S-species	0	2	2.4903084735685286	2
m	FALSE	0.013301705299395361	6	S-species	0	1.613319	2.4903084735685286	2
m	FALSE	0.013301705299395361	7	S-species	0	1.436066	2.4903084735685286	2
m	FALSE	0.013301705299395361	8	S-species	0.004431147938665373	2.535142	2.4903084735685286	2
m	FALSE	0.013301705299395361	9	S-species	0	2.132169	2.4903084735685286	2
m	FALSE	0.013301705299395361	10	S-species	0	2.028718	2.4903084735685286	2
m	TRUE	0.013301705299395361	1	S-species	0.008870557360730011	2.589791	2.4903084735685286	2
m	TRUE	0.013301705299395361	2	S-species	0	1.685576	2.4903084735685286	2
m	TRUE	0.013301705299395361	3	S-species	2e-323	2.262087	2.4903084735685286	2
m	TRUE	0.013301705299395361	4	S-species	0	1.239161	2.4903084735685286	2
m	TRUE	0.013301705299395361	5	E-species	0	2	2.4903084735685286	2
m	TRUE	0.013301705299395361	6	S-species	0	1.613319	2.4903084735685286	2
m	TRUE	0.013301705299395361	7	S-species	0	1.436066	2.4903084735685286	2
m	TRUE	0.013301705299395361	8	S-species	0.004431147938665351	2.535142	2.4903084735685286	2
m	TRUE	0.013301705299395361	9	S-species	0	2.132169	2.4903084735685286	2
m	TRUE	0.013301705299395361	10	S-species	0	2.028718	2.4903084735685286	2
m	FALSE	0.014001795051715747	1	S-species	0.009209445585192117	2.589791	2.4867815778902655	2
m	FALSE	0.014001795051715747	2	S-species	0	1.685576	2.4867815778902655	2
m	FALSE	0.014001795051715747	3	S-species	-2e-323	2.262087	2.4867815778902655	2
m	FALSE	0.014001795051715747	4	S-species	0	1.239161	2.4867815778902655	2
m	FALSE	0.014001795051715747	5	S-species	0	2	2.4867815778902655	2
m	FALSE	0.014001795051715747	6	S-species	0	1.613319	2.4867815778902655	2
m	FALSE	0.014001795051715747	7	S-species	0	1.436066	2.4867815778902655	2
m	FALSE	0.014001795051715747	8	S-species	0.004792349466523632	2.535142	2.4867815778902655	2
m	FALSE	0.014001795051715747	9	S-species	-2e-323	2.132169	2.4867815778902655	2
m	FALSE	0.014001795051715747	10	S-species	0	2.028718	2.4867815778902655	2
m	TRUE	0.014001795051715747	1	S-species	0.009209445585192124	2.589791	2.4867815778902655	2
m	TRUE	0.014001795051715747	2	S-species	0	1.685576	2.4867815778902655	2
m	TRUE	0.014001795051715747	3	S-species	-5e-324	2.262087	2.4867815778902655	2
m	TRUE	0.014001795051715747	4	S-species	0	1.239161	2.4867815778902655	2
m	TRUE	0.014001795051715747	5	E-species	0	2	2.4867815778902655	2
m	TRUE	0.014001795051715747	6	S-species	0	1.613319	2.4867815778902655	2
m	TRUE	0.014001795051715747	7	S-species	0	1.436066	2.4867815778902655	2
m	TRUE	0.014001795051715747	8	S-species	0.004792349466523621	2.535142	2.4867815778902655	2
m	TRUE	0.014001795051715747	9	S-species	-5e-324	2.132169	2.4867815778902655	2
m	TRUE	0.014001795051715747	10	S-species	0	2.028718	2.4867815778902655	2
m	FALSE	0.014738731633090923	1	S-species	0.009566168364077698	2.589791	2.4830888858992495	2
m	FALSE	0.014738731633090923	2	S-species	0	1.685576	2.4830888858992495	2
m	FALSE	0.014738731633090923	3	S-species	2e-323	2.262087	2.4830888858992495	2
m	FALSE	0.014738731633090923	4	S-species	0	1.239161	2.4830888858992495	2
m	FALSE	0.014738731633090923	5	S-species	0	2	2.4830888858992495	2
m	FALSE	0.014738731633090923	6	S-species	0	1.613319	2.4830888858992495	2
m	FALSE	0.014738731633090923	7	S-species	0	1.436066	2.4830888858992495	2
m	FALSE	0.014738731633090923	8	S-species	0.005172563269013225	2.535142	2.4830888858992495	2
m	FALSE	0.014738731633090923	9	S-species	5e-324	2.132169	2.4830888858992495	2
m	FALSE	0.014738731633090923	10	S-species	0	2.028718	2.4830888858992495	2
m	TRUE	0.014738731633090923	1	S-species	0.009566168364077683	2.589791	2.4830888858992495	2
m	TRUE	0.014738731633090923	2	S-species	0	1.685576	2.4830888858992495	2
m	TRUE	0.014738731633090923	3	S-species	-5e-324	2.262087	2.4830888858992495	2
m	TRUE	0.014738731633090923	4	S-species	0	1.239161	2.4830888858992495	2
m	TRUE	0.014738731633090923	5	E-species	0	2	2.4830888858992495	2
m	TRUE	0.014738731633090923	6	S-species	0	1.613319	2.4830888858992495	2
m	TRUE	0.014738731633090923	7	S-species	0	1.436066	2.4830888858992495	2
m	TRUE	0.014738731633090923	8	S-species	0.005172563269013241	2.535142	2.4830888858992495	2
m	TRUE	0.014738731633090923	9	S-species	-2e-323	2.132169	2.4830888858992495	2
m	TRUE	0.014738731633090923	10	S-species	0	2.028718	2.4830888858992495	2
m	FALSE	0.015514454350312474	1	S-species	0.009941664191824615	2.589791	2.479223596176845	2
m	FALSE	0.015514454350312474	2	S-species	0	1.685576	2.479223596176845	2
m	FALSE	0.015514454350312474	3	S-species	0	2.262087	2.479223596176845	2
m	FALSE	0.015514454350312474	4	S-species	0	1.239161	2.479223596176845	2
m	FALSE	0.015514454350312474	5	S-species	0	2	2.479223596176845	2
m	FALSE	0.015514454350312474	6	S-species	0	1.613319	2.479223596176845	2
m	FALSE	0.015514454350312474	7	S-species	0	1.436066	2.479223596176845	2
m	FALSE	0.015514454350312474	8	S-species	0.0055727901584878585	2.535142	2.479223596176845	2
m	FALSE	0.015514454350312474	9	S-species	0	2.132169	2.479223596176845	2
m	FALSE	0.015514454350312474	10	S-species	0	2.028718	2.479223596176845	2
m	TRUE	0.015514454350312474	1	S-species	0.009941664191824608	2.589791	2.4792235961768454	2
m	TRUE	0.015514454350312474	2	S-species	0	1.685576	2.4792235961768454	2
m	TRUE	0.015514454350312474	3	S-species	0	2.262087	2.4792235961768454	2
m	TRUE	0.015514454350312474	4	S-species	0	1.239161	2.4792235961768454	2
m	TRUE	0.015514454350312474	5	E-species	0	2	2.4792235961768454	2
m	TRUE	0.015514454350312474	6	S-species	0	1.613319	2.4792235961768454	2
m	TRUE	0.015514454350312474	7	S-species	0	1.436066	2.4792235961768454	2
m	TRUE	0.015514454350312474	8	S-species	0.005572790158487867	2.535142	2.4792235961768454	2
m	TRUE	0.015514454350312474	9	S-species	-1.5e-323	2.132169	2.4792235961768454	2
m	TRUE	0.015514454350312474	10	S-species	0	2.028718	2.4792235961768454	2
m	FALSE	0.01633100457895046	1	S-species	0.010336920941447215	2.589791	2.4751787248424066	2
m	FALSE	0.01633100457895046	2	S-species	0	1.685576	2.4751787248424066	2
m	FALSE	0.01633100457895046	3	S-species	1.5e-323	2.262087	2.4751787248424066	2
m	FALSE	0.01633100457895046	4	S-species	0	1.239161	2.4751787248424066	2
m	FALSE	0.01633100457895046	5	S-species	0	2	2.4751787248424066	2
m	FALSE	0.01633100457895046	6	S-species	0	1.613319	2.4751787248424066	2
m	FALSE	0.01633100457895046	7	S-species	0	1.436066	2.4751787248424066	2
m	FALSE	0.01633100457895046	8	S-species	0.005994083637503247	2.535142	2.4751787248424066	2
m	FALSE	0.01633100457895046	9	S-species	0	2.132169	2.4751787248424066	2
m	FALSE	0.01633100457895046	10	S-species	0	2.028718	2.4751787248424066	2
m	TRUE	0.01633100457895046	1	S-species	0.010336920941447208	2.589791	2.4751787248424066	2
m	TRUE	0.01633100457895046	2	S-species	0	1.685576	2.4751787248424066	2
m	TRUE	0.01633100457895046	3	S-species	-5e-324	2.262087	2.4751787248424066	2
m	TRUE	0.01633100457895046	4	S-species	0	1.239161	2.4751787248424066	2
m	TRUE	0.01633100457895046	5	E-species	0	2	2.4751787248424066	2
m	TRUE	0.01633100457895046	6	S-species	0	1.613319	2.4751787248424066	2
m	TRUE	0.01633100457895046	7	S-species	0	1.436066	2.4751787248424066	2
m	TRUE	0.01633100457895046	8	S-species	0.005994083637503252	2.535142	2.4751787248424066	2
m	TRUE	0.01633100457895046	9	S-species	0	2.132169	2.4751787248424066	2
m	TRUE	0.01633100457895046	10	S-species	0	2.028718	2.4751787248424066	2
m	FALSE	0.017190531135394333	1	S-species	0.010752978462001343	2.589791	2.4709471102820246	2
m	FALSE	0.017190531135394333	2	S-species	0	1.685576	2.4709471102820246	2
m	FALSE	0.017190531135394333	3	S-species	0	2.262087	2.4709471102820246	2
m	FALSE	0.017190531135394333	4	S-species	0	1.239161	2.4709471102820246	2
m	FALSE	0.017190531135394333	5	S-species	0	2	2.4709471102820246	2
m	FALSE	0.017190531135394333	6	S-species	0	1.613319	2.4709471102820246	2
m	FALSE	0.017190531135394333	7	S-species	0	1.436066	2.4709471102820246	2
m	FALSE	0.017190531135394333	8	S-species	0.00643755267339299	2.535142	2.4709471102820246	2
m	FALSE	0.017190531135394333	9	S-species	0	2.132169	2.4709471102820246	2
m	FALSE	0.017190531135394333	10	S-species	0	2.028718	2.4709471102820246	2
m	TRUE	0.017190531135394333	1	S-species	0.010752978462001336	2.589791	2.470947110282024	2
m	TRUE	0.017190531135394333	2	S-species	0	1.685576	2.470947110282024	2
m	TRUE	0.017190531135394333	3	S-species	0	2.262087	2.470947110282024	2
m	TRUE	0.017190531135394333	4	S-species	0	1.239161	2.470947110282024	2
m	TRUE	0.017190531135394333	5	E-species	0	2	2.470947110282024	2
m	TRUE	0.017190531135394333	6	S-species	0	1.613319	2.470947110282024	2
m	TRUE	0.017190531135394333	7	S-species	0	1.436066	2.470947110282024	2
m	TRUE	0.017190531135394333	8	S-species	0.006437552673392995	2.535142	2.470947110282024	2
m	TRUE	0.017190531135394333	9	S-species	0	2.132169	2.470947110282024	2
m	TRUE	0.017190531135394333	10	S-species	0	2.028718	2.470947110282024	2
m	FALSE	0.01809529593163299	1	S-species	0.011190931312648998	2.589791	2.466521419054654	2
m	FALSE	0.01809529593163299	2	S-species	0	1.685576	2.466521419054654	2
m	FALSE	0.01809529593163299	3	S-species	0	2.262087	2.466521419054654	2
m	FALSE	0.01809529593163299	4	S-species	0	1.239161	2.466521419054654	2
m	FALSE	0.01809529593163299	5	S-species	0	2	2.466521419054654	2
m	FALSE	0.01809529593163299	6	S-species	0	1.613319	2.466521419054654	2
m	FALSE	0.01809529593163299	7	S-species	0	1.436066	2.466521419054654	2
m	FALSE	0.01809529593163299	8	S-species	0.0069043646189839904	2.535142	2.466521419054654	2
m	FALSE	0.01809529593163299	9	S-species	0	2.132169	2.466521419054654	2
m	FALSE	0.01809529593163299	10	S-species	0	2.028718	2.466521419054654	2
m	TRUE	0.01809529593163299	1	S-species	0.011190931312648995	2.589791	2.466521419054654	2
m	TRUE	0.01809529593163299	2	S-species	0	1.685576	2.466521419054654	2
m	TRUE	0.01809529593163299	3	S-species	-5e-324	2.262087	2.466521419054654	2
m	TRUE	0.01809529593163299	4	S-species	0	1.239161	2.466521419054654	2
m	TRUE	0.01809529593163299	5	E-species	0	2	2.466521419054654	2
m	TRUE	0.01809529593163299	6	S-species	0	1.613319	2.466521419054654	2
m	TRUE	0.01809529593163299	7	S-species	0	1.436066	2.466521419054654	2
m	TRUE	0.01809529593163299	8	S-species	0.006904364618983996	2.535142	2.466521419054654	2
m	TRUE	0.01809529593163299	9	S-species	0	2.132169	2.466521419054654	2
m	TRUE	0.01809529593163299	10	S-species	0	2.028718	2.466521419054654	2
m	FALSE	0.019047679927654677	1	S-species	0.011651931640504994	2.589791	2.4618941530629312	2
m	FALSE	0.019047679927654677	2	S-species	0	1.685576	2.4618941530629312	2
m	FALSE	0.019047679927654677	3	S-species	1.5e-323	2.262087	2.4618941530629312	2
m	FALSE	0.019047679927654677	4	S-species	0	1.239161	2.4618941530629312	2
m	FALSE	0.019047679927654677	5	S-species	0	2	2.4618941530629312	2
m	FALSE	0.019047679927654677	6	S-species	0	1.613319	2.4618941530629312	2
m	FALSE	0.019047679927654677	7	S-species	0	1.436066	2.4618941530629312	2
m	FALSE	0.019047679927654677	8	S-species	0.007395748287149685	2.535142	2.4618941530629312	2
m	FALSE	0.019047679927654677	9	S-species	2e-323	2.132169	2.4618941530629312	2
m	FALSE	0.019047679927654677	10	S-species	0	2.028718	2.4618941530629312	2
m	TRUE	0.019047679927654677	1	S-species	0.011651931640505002	2.589791	2.4618941530629304	2
m	TRUE	0.019047679927654677	2	S-species	0	1.685576	2.4618941530629304	2
m	TRUE	0.019047679927654677	3	S-species	-2e-323	2.262087	2.4618941530629304	2
m	TRUE	0.019047679927654677	4	S-species	0	1.239161	2.4618941530629304	2
m	TRUE	0.019047679927654677	5	E-species	0	2	2.4618941530629304	2
m	TRUE	0.019047679927654677	6	S-species	0	1.613319	2.4618941530629304	2
m	TRUE	0.019047679927654677	7	S-species	0	1.436066	2.4618941530629304	2
m	TRUE	0.019047679927654677	8	S-species	0.0073957482871496736	2.535142	2.4618941530629304	2
m	TRUE	0.019047679927654677	9	S-species	0	2.132169	2.4618941530629304	2
m	TRUE	0.019047679927654677	10	S-species	0	2.028718	2.4618941530629304	2
m	FALSE	0.02005018939713119	1	S-species	0.012137192209827431	2.589791	2.4570576580757355	2
m	FALSE	0.02005018939713119	2	S-species	0	1.685576	2.4570576580757355	2
m	FALSE	0.02005018939713119	3	S-species	-2e-323	2.262087	2.4570576580757355	2
m	FALSE	0.02005018939713119	4	S-species	0	1.239161	2.4570576580757355	2
m	FALSE	0.02005018939713119	5	S-species	0	2	2.4570576580757355	2
m	FALSE	0.02005018939713119	6	S-species	0	1.613319	2.4570576580757355	2
m	FALSE	0.02005018939713119	7	S-species	0	1.436066	2.4570576580757355	2
m	FALSE	0.02005018939713119	8	S-species	0.007912997187303757	2.535142	2.4570576580757355	2
m	FALSE	0.02005018939713119	9	S-species	2e-323	2.132169	2.4570576580757355	2
m	FALSE	0.02005018939713119	10	S-species	0	2.028718	2.4570576580757355	2
m	TRUE	0.02005018939713119	1	S-species	0.012137192209827417	2.589791	2.4570576580757355	2
m	TRUE	0.02005018939713119	2	S-species	0	1.685576	2.4570576580757355	2
m	TRUE	0.02005018939713119	3	S-species	-2e-323	2.262087	2.4570576580757355	2
m	TRUE	0.02005018939713119	4	S-species	0	1.239161	2.4570576580757355	2
m	TRUE	0.02005018939713119	5	E-species	0	2	2.4570576580757355	2
m	TRUE	0.02005018939713119	6	S-species	0	1.613319	2.4570576580757355	2
m	TRUE	0.02005018939713119	7	S-species	0	1.436066	2.4570576580757355	2
m	TRUE	0.02005018939713119	8	S-species	0.007912997187303775	2.535142	2.4570576580757355	2
m	TRUE	0.02005018939713119	9	S-species	0	2.132169	2.4570576580757355	2
m	TRUE	0.02005018939713119	10	S-species	0	2.028718	2.4570576580757355	2
m	FALSE	0.021105462522874884	1	S-species	0.012647989590510278	2.589791	2.4520041336883867	2
m	FALSE	0.021105462522874884	2	S-species	0	1.685576	2.4520041336883867	2
m	FALSE	0.021105462522874884	3	S-species	-2e-323	2.262087	2.4520041336883867	2
m	FALSE	0.021105462522874884	4	S-species	0	1.239161	2.4520041336883867	2
m	FALSE	0.021105462522874884	5	S-species	0	2	2.4520041336883867	2
m	FALSE	0.021105462522874884	6	S-species	0	1.613319	2.4520041336883867	2
m	FALSE	0.021105462522874884	7	S-species	0	1.436066	2.4520041336883867	2
m	FALSE	0.021105462522874884	8	S-species	0.008457472932364605	2.535142	2.4520041336883867	2
m	FALSE	0.021105462522874884	9	S-species	-2e-323	2.132169	2.4520041336883867	2
m	FALSE	0.021105462522874884	10	S-species	0	2.028718	2.4520041336883867	2
m	TRUE	0.021105462522874884	1	S-species	0.012647989590510281	2.589791	2.452004133688387	2
m	TRUE	0.021105462522874884	2	S-species	0	1.685576	2.452004133688387	2
m	TRUE	0.021105462522874884	3	S-species	0	2.262087	2.452004133688387	2
m	TRUE	0.021105462522874884	4	S-species	0	1.239161	2.452004133688387	2
m	TRUE	0.021105462522874884	5	E-species	0	2	2.452004133688387	2
m	TRUE	0.021105462522874884	6	S-species	0	1.613319	2.452004133688387	2
m	TRUE	0.021105462522874884	7	S-species	0	1.436066	2.452004133688387	2
m	TRUE	0.021105462522874884	8	S-species	0.008457472932364603	2.535142	2.452004133688387	2
m	TRUE	0.021105462522874884	9	S-species	0	2.132169	2.452004133688387	2
m	TRUE	0.021105462522874884	10	S-species	0	2.028718	2.452004133688387	2
m	FALSE	0.02221627633942505	1	S-species	0.013185667514256776	2.589791	2.446725644803981	2
m	FALSE	0.02221627633942505	2	S-species	0	1.685576	2.446725644803981	2
m	FALSE	0.02221627633942505	3	S-species	-5e-324	2.262087	2.446725644803981	2
m	FALSE	0.02221627633942505	4	S-species	0	1.239161	2.446725644803981	2
m	FALSE	0.02221627633942505	5	S-species	0	2	2.446725644803981	2
m	FALSE	0.02221627633942505	6	S-species	0	1.613319	2.446725644803981	2
m	FALSE	0.02221627633942505	7	S-species	0	1.436066	2.446725644803981	2
m	FALSE	0.02221627633942505	8	S-species	0.009030608825168273	2.535142	2.446725644803981	2
m	FALSE	0.02221627633942505	9	S-species	0	2.132169	2.446725644803981	2
m	FALSE	0.02221627633942505	10	S-species	0	2.028718	2.446725644803981	2
m	TRUE	0.02221627633942505	1	S-species	0.013185667514256788	2.589791	2.446725644803981	2
m	TRUE	0.02221627633942505	2	S-species	0	1.685576	2.446725644803981	2
m	TRUE	0.02221627633942505	3	S-species	0	2.262087	2.446725644803981	2
m	TRUE	0.02221627633942505	4	S-species	0	1.239161	2.446725644803981	2
m	TRUE	0.02221627633942505	5	E-species	0	2	2.446725644803981	2
m	TRUE	0.02221627633942505	6	S-species	0	1.613319	2.446725644803981	2
m	TRUE	0.02221627633942505	7	S-species	0	1.436066	2.446725644803981	2
m	TRUE	0.02221627633942505	8	S-species	0.009030608825168263	2.535142	2.446725644803981	2
m	TRUE	0.02221627633942505	9	S-species	0	2.132169	2.446725644803981	2
m	TRUE	0.02221627633942505	10	S-species	0	2.028718	2.446725644803981	2
m	FALSE	0.023385554041033454	1	S-species	0.013751640407251766	2.589791	2.4412141347157763	2
m	FALSE	0.023385554041033454	2	S-species	0	1.685576	2.4412141347157763	2
m	FALSE	0.023385554041033454	3	S-species	-1.5e-323	2.262087	2.4412141347157763	2
m	FALSE	0.023385554041033454	4	S-species	0	1.239161	2.4412141347157763	2
m	FALSE	0.023385554041033454	5	S-species	0	2	2.4412141347157763	2
m	FALSE	0.023385554041033454	6	S-species	0	1.613319	2.4412141347157763	2
m	FALSE	0.023385554041033454	7	S-species	0	1.436066	2.4412141347157763	2
m	FALSE	0.023385554041033454	8	S-species	0.009633913633781688	2.535142	2.4412141347157763	2
m	FALSE	0.023385554041033454	9	S-species	0	2.132169	2.4412141347157763	2
m	FALSE	0.023385554041033454	10	S-species	0	2.028718	2.4412141347157763	2
m	TRUE	0.023385554041033454	1	S-species	0.013751640407251763	2.589791	2.4412141347157768	2
m	TRUE	0.023385554041033454	2	S-species	0	1.685576	2.4412141347157768	2
m	TRUE	0.023385554041033454	3	S-species	0	2.262087	2.4412141347157768	2
m	TRUE	0.023385554041033454	4	S-species	0	1.239161	2.4412141347157768	2
m	TRUE	0.023385554041033454	5	E-species	0	2	2.4412141347157768	2
m	TRUE	0.023385554041033454	6	S-species	0	1.613319	2.4412141347157768	2
m	TRUE	0.023385554041033454	7	S-species	0	1.436066	2.4412141347157768	2
m	TRUE	0.023385554041033454	8	S-species	0.009633913633781691	2.535142	2.4412141347157768	2
m	TRUE	0.023385554041033454	9	S-species	0	2.132169	2.4412141347157768	2
m	TRUE	0.023385554041033454	10	S-species	0	2.028718	2.4412141347157768	2
m	FALSE	0.0246163726742809	1	S-species	0.014347397108616959	2.589791	2.435461439865525	2
m	FALSE	0.0246163726742809	2	S-species	0	1.685576	2.435461439865525	2
m	FALSE	0.0246163726742809	3	S-species	-2e-323	2.262087	2.435461439865525	2
m	FALSE	0.0246163726742809	4	S-species	0	1.239161	2.435461439865525	2
m	FALSE	0.0246163726742809	5	S-species	0	2	2.435461439865525	2
m	FALSE	0.0246163726742809	6	S-species	0	1.613319	2.435461439865525	2
m	FALSE	0.0246163726742809	7	S-species	0	1.436066	2.435461439865525	2
m	FALSE	0.0246163726742809	8	S-species	0.010268975565663939	2.535142	2.435461439865525	2
m	FALSE	0.0246163726742809	9	S-species	0	2.132169	2.435461439865525	2
m	FALSE	0.0246163726742809	10	S-species	0	2.028718	2.435461439865525	2
m	TRUE	0.0246163726742809	1	S-species	0.014347397108616967	2.589791	2.435461439865525	2
m	TRUE	0.0246163726742809	2	S-species	0	1.685576	2.435461439865525	2
m	TRUE	0.0246163726742809	3	S-species	5e-324	2.262087	2.435461439865525	2
m	TRUE	0.0246163726742809	4	S-species	0	1.239161	2.435461439865525	2
m	TRUE	0.0246163726742809	5	E-species	0	2	2.435461439865525	2
m	TRUE	0.0246163726742809	6	S-species	0	1.613319	2.435461439865525	2
m	TRUE	0.0246163726742809	7	S-species	0	1.436066	2.435461439865525	2
m	TRUE	0.0246163726742809	8	S-species	0.010268975565663932	2.535142	2.435461439865525	2
m	TRUE	0.0246163726742809	9	S-species	0	2.132169	2.435461439865525	2
m	TRUE	0.0246163726742809	10	S-species	0	2.028718	2.435461439865525	2
m	FALSE	0.02591197123556815	1	S-species	0.014974504784421014	2.589791	2.429459306346087	2
m	FALSE	0.02591197123556815	2	S-species	0	1.685576	2.429459306346087	2
m	FALSE	0.02591197123556815	3	S-species	5e-324	2.262087	2.429459306346087	2
m	FALSE	0.02591197123556815	4	S-species	0	1.239161	2.429459306346087	2
m	FALSE	0.02591197123556815	5	S-species	0	2	2.429459306346087	2
m	FALSE	0.02591197123556815	6	S-species	0	1.613319	2.429459306346087	2
m	FALSE	0.02591197123556815	7	S-species	0	1.436066	2.429459306346087	2
m	FALSE	0.02591197123556815	8	S-species	0.010937466451147135	2.535142	2.429459306346087	2
m	FALSE	0.02591197123556815	9	S-species	0	2.132169	2.429459306346087	2
m	FALSE	0.02591197123556815	10	S-species	0	2.028718	2.429459306346087	2
m	TRUE	0.02591197123556815	1	S-species	0.01497450478442102	2.589791	2.429459306346088	2
m	TRUE	0.02591197123556815	2	S-species	0	1.685576	2.429459306346088	2
m	TRUE	0.02591197123556815	3	S-species	0	2.262087	2.429459306346088	2
m	TRUE	0.02591197123556815	4	S-species	0	1.239161	2.429459306346088	2
m	TRUE	0.02591197123556815	5	E-species	0	2	2.429459306346088	2
m	TRUE	0.02591197123556815	6	S-species	0	1.613319	2.429459306346088	2
m	TRUE	0.02591197123556815	7	S-species	0	1.436066	2.429459306346088	2
m	TRUE	0.02591197123556815	8	S-species	0.01093746645114713	2.535142	2.429459306346088	2
m	TRUE	0.02591197123556815	9	S-species	0	2.132169	2.429459306346088	2
m	TRUE	0.02591197123556815	10	S-species	0	2.028718	2.429459306346088	2
m	FALSE	0.02727575919479068	1	S-species	0.015634613047531012	2.589791	2.423199408208497	2
m	FALSE	0.02727575919479068	2	S-species	0	1.685576	2.423199408208497	2
m	FALSE	0.02727575919479068	3	S-species	0	2.262087	2.423199408208497	2
m	FALSE	0.02727575919479068	4	S-species	0	1.239161	2.423199408208497	2
m	FALSE	0.02727575919479068	5	S-species	0	2	2.423199408208497	2
m	FALSE	0.02727575919479068	6	S-species	0	1.613319	2.423199408208497	2
m	FALSE	0.02727575919479068	7	S-species	0	1.436066	2.423199408208497	2
m	FALSE	0.02727575919479068	8	S-species	0.011641146147259664	2.535142	2.423199408208497	2
m	FALSE	0.02727575919479068	9	S-species	0	2.132169	2.423199408208497	2
m	FALSE	0.02727575919479068	10	S-species	0	2.028718	2.423199408208497	2
m	TRUE	0.02727575919479068	1	S-species	0.01563461304753102	2.589791	2.4231994082084976	2
m	TRUE	0.02727575919479068	2	S-species	0	1.685576	2.4231994082084976	2
m	TRUE	0.02727575919479068	3	S-species	-1.5e-323	2.262087	2.4231994082084976	2
m	TRUE	0.02727575919479068	4	S-species	0	1.239161	2.4231994082084976	2
m	TRUE	0.02727575919479068	5	E-species	0	2	2.4231994082084976	2
m	TRUE	0.02727575919479068	6	S-species	0	1.613319	2.4231994082084976	2
m	TRUE	0.02727575919479068	7	S-species	0	1.436066	2.4231994082084976	2
m	TRUE	0.02727575919479068	8	S-species	0.011641146147259663	2.535142	2.4231994082084976	2
m	TRUE	0.02727575919479068	9	S-species	0	2.132169	2.4231994082084976	2
m	TRUE	0.02727575919479068	10	S-species	0	2.028718	2.4231994082084976	2
m	FALSE	0.028711325467627856	1	S-species	0.01632945829413422	2.589791	2.4166733676236722	2
m	FALSE	0.028711325467627856	2	S-species	0	1.685576	2.4166733676236722	2
m	FALSE	0.028711325467627856	3	S-species	0	2.262087	2.4166733676236722	2
m	FALSE	0.028711325467627856	4	S-species	0	1.239161	2.4166733676236722	2
m	FALSE	0.028711325467627856	5	S-species	0	2	2.4166733676236722	2
